id,name,organization,unique_id,award_method,deadline,publish_date,details_link
900,"Изпълнение на инженеринг (проектиране, строителство и авторски надзор) за обект „Изграждане на компостираща инсталация за биоразградими отпадъци за нуждите на РСУО - Шумен, която обслужва общините Шумен и Нови пазар“",ОБЩИНА ШУМЕН,00138-2024-0075,Публично състезание,2024-12-20,2024-12-11,https://app.eop.bg/today/431746
901,"„ДОСТАВКА И МОНТАЖ НА ОБОРУДВАНЕ ЗА ИЗГРАЖДАНЕ НА STEM СРЕДА ЗА НУЖДИТЕ НА ОУ „ХРИСТО БОТЕВ“, С. БОЖУРИЦА“","ОСНОВНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ""",06613-2024-0001,Събиране на оферти с обява,2024-12-12,2024-12-11,https://app.eop.bg/today/446219
902,"Основен ремонт и укрепване на сградата на читалище „Братство 1869“ гр. Кюстендил“ по процедура BG-RRP-4.020 „Подкрепа за устойчиво енергийно обновяване на публичен сграден фонд за административно обслужване, култура и спорт“, с финансиране по линия на Механизма за възстановяване и устойчивос",ОБЩИНА КЮСТЕНДИЛ,00426-2024-0093,Публично състезание,2024-12-27,2024-12-11,https://app.eop.bg/today/404843
903,Доставка на хранителни продукти за нуждите на Дом за медико-социални грижи за деца гр. Плевен през 2025 г. по обособени позиции,ДОМ ЗА МЕДИКО-СОЦИАЛНИ ГРИЖИ ЗА ДЕЦА - ПЛЕВЕН,00371-2024-0003,Публично състезание,2024-12-31,2024-12-11,https://app.eop.bg/today/444723
904,"ИЗПЪЛНЕНИЕ НА ИНЖЕНЕРИНГ (ПРОЕКТИРАНЕ, ОСЪЩЕСТВЯВАНЕ НА АВТОРСКИ НАДЗОР И ИЗПЪЛНЕНИЕ НА СМР) ЗА ОБЕКТ: „ОСНОВЕН РЕМОНТ НА СГРАДА „ЦЕНТЪР ЗА СОЦИАЛНА РЕХАБИЛИТАЦИЯ И ИНТЕГРАЦИЯ“, С. РУДНИК, ОБЩ. ДОЛНИ ЧИФЛИК“",ОБЩИНА ДОЛНИ ЧИФЛИК,00466-2024-0037,Събиране на оферти с обява,2024-12-13,2024-12-11,https://app.eop.bg/today/446572
905,"„ДОСТАВКА И МОНТАЖ НА ОБОРУДВАНЕ ЗА ИЗГРАЖДАНЕ НА STEM СРЕДА ЗА НУЖДИТЕ НА СУ „ХРИСТО БОТЕВ“, ГР. БРУСАРЦИ“","СРЕДНО  УЧИЛИЩЕ ""ХРИСТО БОТЕВ""",04034-2024-0002,Събиране на оферти с обява,2024-12-12,2024-12-11,https://app.eop.bg/today/446468
906,"„Инженеринг – проектиране, строителство и упражняване на авторски надзор по време на строителството за прилагане на мерки за енергийна ефективност и мерки за оползотворяване на енергия от възобновяеми източници на сграда на НЧ „Родопска искра“ град Ардино, община Ардино, област Кърджали“.",ОБЩИНА АРДИНО,00532-2024-0043,Публично състезание,2024-12-18,2024-12-11,https://app.eop.bg/today/446419
907,"„ДОСТАВКА И МОНТАЖ НА ОБОРУДВАНЕ ЗА ИЗГРАЖДАНЕ НА STEM СРЕДА ЗА НУЖДИТЕ НА ОУ „ВАСИЛ ЛЕВСКИ“, ГР. БЕЛЕНЕ“","ОСНОВНО УЧИЛИЩЕ ""ВАСИЛ ЛЕВСКИ""",06309-2024-0001,Събиране на оферти с обява,2024-12-12,2024-12-11,https://app.eop.bg/today/446215
908,"„Абонаментно техническо поддържане и ремонт на климатичните системи, намиращи се в работните помещения в сградата на МВнР-ЦУ, в сървърното помещение на Национален визов център в сградата на МВнР-ЦУ, в сървърното помещение на Резервния визов център в Резиденция „Бояна“ №8 и в административната сграда на МВнР на ул. „Алфред Нобел“ №2“.",МИНИСТЕРСТВО НА ВЪНШНИТЕ РАБОТИ,00105-2024-0025,Открита процедура,2025-01-06,2024-12-11,https://app.eop.bg/today/370803
909,"„Изготвяне на комплексен доклад за оценка на съответствието с основните изисквания към строежите и технически контрол по част „Конструктивна“ и упражняване строителен надзор по време на строителство на обект: Инженеринг - проектиране, изпълнение на СМР и авторски надзор на обект: Основен ремонт на път PAZ – 2123 „/ ІІІ - 8003 / Черногорово - Тополи дол - граница община (Пазарджик - Съединение) - Драгомир / PDV1342/“ от км 10+125 до км 12+250“",ОБЩИНА СЪЕДИНЕНИЕ,00835-2024-0035,Открита процедура,2025-01-03,2024-12-11,https://app.eop.bg/today/446216
910,"„Доставки на хранителни продукти за нуждите на ДГ „Здравец“, град Пловдив по три обособени позиции“.","ДЕТСКА ГРАДИНА ""ЗДРАВЕЦ"" - гр. ПЛОВДИВ",03486-2024-0002,Открита процедура,2025-01-02,2024-12-11,https://app.eop.bg/today/445294
911,Доставка на синтетични свързващи изолатори с номинално напрежение U0/U 12/20 kV,Електроразпределение Юг ЕАД,00143-2024-0198,Открита процедура,2025-01-06,2024-12-11,https://app.eop.bg/today/444291
912,Предоставяне на универсални пощенски услуги за нуждите на „ЕВН България Електроснабдяване“ ЕАД и „ЕВН България Топлофикация“ ЕАД,ЕВН БЪЛГАРИЯ ЕЛЕКТРОСНАБДЯВАНЕ ЕАД,00922-2024-0003,Договаряне с предварителна покана за участие,2025-01-06,2024-12-11,https://app.eop.bg/today/443902
913,Доставка на конзоли за една линия за стоманобетонни стълбове за нуждите на Електроразпределение Север АД,ЕЛЕКТРОРАЗПРЕДЕЛЕНИЕ СЕВЕР АД,00609-2024-0048,Договаряне с предварителна покана за участие,2025-01-06,2024-12-11,https://app.eop.bg/today/443768
914,"„Доставка на строителни конструкции, железарски и строителни материали и свързани с тях изделия, помощни строителни материали за нуждите на ТП “ДГС -Пазарджик” за срок от 24 месеца.",ЮЖНОЦЕНТРАЛНО ДЪРЖАВНО ПРЕДПРИЯТИЕ ДП,02718-2024-0223,Открита процедура,2025-01-02,2024-12-11,https://app.eop.bg/today/442390
